PREFIJO;LOCALIDAD;PROVINCIA
3456;SANTA ANA;ENTRE RIOS
3456;VILLA DEL ROSARIO;ENTRE RIOS
3458;LOS CONQUISTADORES;ENTRE RIOS
3458;SAN JAIME DE LA FRONTERA;ENTRE RIOS
3458;SAN JOSE DE FELICIANO;ENTRE RIOS
3458;SAN VICTOR;ENTRE RIOS
3460;CAÑADA RICA;SANTA FE
3460;GODOY;SANTA FE
3460;JUAN BERNABE MOLINA;SANTA FE
3460;LA VANGUARDIA;SANTA FE
3460;MAXIMO PAZ;SANTA FE
3460;PEYRANO;SANTA FE
3460;SANTA TERESA;SANTA FE
3460;SARGENTO CABRAL;SANTA FE
3462;CARMEN;SANTA FE
3462;CHAPUY;SANTA FE
3462;CHRISTOPHERSEN;SANTA FE
3462;ELORTONDO;SANTA FE
3462;LA CHISPA;SANTA FE
3462;MAGGIOLO;SANTA FE
3462;MARIA TERESA;SANTA FE
3462;MURPHY;SANTA FE
3462;SAN EDUARDO;SANTA FE
3462;SAN FRANCISCO DE SANTE FE;SANTA FE
3462;SANCTI SPIRITU;SANTA FE
3462;SANTA ISABEL;SANTA FE
3462;TEODELINA;SANTA FE
3462;VENADO TUERTO;SANTA FE
3462;VILLA CAÑAS;SANTA FE
3463;BENJAMIN GOULD;CORDOBA
3463;CANALS;CORDOBA
3463;COLONIA BREMEN;CORDOBA
3463;COLONIA SANTA MARIA;CORDOBA
3463;GENERAL VIAMONTE;CORDOBA
3463;PUEBLO ITALIANO;CORDOBA
3464;AREQUITO;SANTA FE
3464;BIGAND;SANTA FE
3464;CASILDA;SANTA FE
3464;CHABAS;SANTA FE
3464;FUENTES;SANTA FE
3464;LOS MOLINOS;SANTA FE
3464;PUJATO;SANTA FE
3464;SANFORD;SANTA FE
3464;VILLA MUGUETA;SANTA FE
3465;ALCORTA;SANTA FE
3465;BERABEVU;SANTA FE
3465;BOMBAL;SANTA FE
3465;CAÑADA DEL UCLE;SANTA FE
3465;CARRERAS;SANTA FE
3465;CHOVET;SANTA FE
3465;FIRMAT;SANTA FE
3465;GODEKEN;SANTA FE
3465;LABORDEBOY;SANTA FE
3465;LOS QUIRQUINCHOS;SANTA FE
3465;MELINCUE;SANTA FE
3465;VILLA DIVISA DE MAYO;SANTA FE
3465;VILLADA;SANTA FE
3466;AROCENA;SANTA FE
3466;BARRANCAS;SANTA FE
3466;CASALEGNO;SANTA FE
3466;DIAZ;SANTA FE
3466;ESTACION BERNARDO IRIGOYEN;SANTA FE
3466;MONJE;SANTA FE
3466;SAN FABIAN;SANTA FE
3467;ARTEAGA;CORDOBA
3467;COLONIA VEINTICINCO;CORDOBA
3467;CRUZ ALTA;CORDOBA
3467;INRIVILLE;CORDOBA
3467;LOS NOGALES;SANTA FE
3467;LOS SURGENTES;CORDOBA
3467;MONTE BUEY;CORDOBA
3467;SALADILLO;CORDOBA
3467;SAN JOSE DE LA ESQUINA;CORDOBA
3468;ALEJO LEDESMA;CORDOBA
3468;ARIAS;CORDOBA
3468;CAFFERATA;CORDOBA
3468;CAMILO ALDAO;CORDOBA
3468;CAVANAGH;CORDOBA
3468;COLONIA BARGE;CORDOBA
3468;COLONIA BISMARCK;CORDOBA
3468;CORRAL DE BUSTOS;CORDOBA
3468;CHAÑAR LADEADO;CORDOBA
3468;GENERAL B. OHIGGINS;CORDOBA
3468;GENERAL BALDISSERA;CORDOBA
3468;GUATIMOZIN;CORDOBA
3468;ISLA VERDE;CORDOBA
3468;MONTE MAIZ;CORDOBA
3468;WENCESLAO ESCALANTE;CORDOBA
3469;ACEBAL;SANTA FE
3469;ARMINDA;SANTA FE
3469;PAVON ARRIBA;SANTA FE
3469;PUEBLO MUÑOZ;SANTA FE
3469;URANGA;SANTA FE
3471;ARMSTRONG;SANTA FE
3471;BOUQUET;SANTA FE
3471;BUSTINZA;SANTA FE
3471;CAÑADA DE GOMEZ;SANTA FE
3471;CLASON;SANTA FE
3471;CORREA;SANTA FE
3471;LAS PAREJAS;SANTA FE
3471;LAS ROSAS;SANTA FE
3471;MONTES DE OCA;SANTA FE
3471;TORTUGAS;SANTA FE
3471;VILLA ELOISA;SANTA FE
3472;COLONIA FLORA;CORDOBA
3472;GENERAL ROCA;CORDOBA
3472;LEONES;CORDOBA
3472;MARCOS JUAREZ;CORDOBA
3472;NOETINGER;CORDOBA
3472;SAIRA;CORDOBA
3472;VILLA ELISA;CORDOBA
3476;ALDAO;SANTA FE
3476;CLARKE;SANTA FE
3476;LUCIO VICENTE LOPEZ;SANTA FE
3476;LUIS PALACIOS;SANTA FE
3476;MACIEL;SANTA FE
3476;OLIVEROS;SANTA FE
3476;PUEBLO ANDINO;SANTA FE
3476;PUERTO GABOTO;SANTA FE
3476;RICARDONE;SANTA FE
3476;SALTO GRANDE;SANTA FE
3476;SAN LORENZO;SANTA FE
3476;SERODINO;SANTA FE
3476;TIMBUES;SANTA FE
3476;TOTORAS;SANTA FE
3476;VILLA LA RIBERA;SANTA FE
348;DIQUE LUJAN;BUENOS AIRES
348;ESCOBAR;BUENOS AIRES
348;GARIN;BUENOS AIRES
348;INGENIERO MASCHWITZ;BUENOS AIRES
348;ISLA MARTIN GARCIA;BUENOS AIRES
348;MAQUINISTA SAVIO;BUENOS AIRES
348;MATHEU;BUENOS AIRES
348;ZELAYA;BUENOS AIRES
3482;ARROYO CEIBAL;SANTA FE
3482;BERNA;SANTA FE
3482;CAMPO HARDY;SANTA FE
3482;CAÑADA OMBU;SANTA FE
3482;EL ARAZA;SANTA FE
3482;EL RABON;SANTA FE
3482;EL SOMBRERITO;SANTA FE
3482;FLOR DE ORO;SANTA FE
3482;FLORENCIA;SANTA FE
3482;GARABATO;SANTA FE
3482;GUADALUPE NORTE;SANTA FE
3482;INGENIERO CHANOURDIE;SANTA FE
3482;INTIYACO;SANTA FE
3482;LA SARITA;SANTA FE
3482;LANTERI;SANTA FE
3482;LAS GARZAS;SANTA FE
3482;LAS TOSCAS;SANTA FE
3482;LOS AMORES;SANTA FE
3482;LOS LAURELES;SANTA FE
3482;MALABRIGO;SANTA FE
3482;MOUSSY;SANTA FE
3482;NICANOR E. MOLINAS;SANTA FE
3482;PUERTO RECONQUISTA;SANTA FE
3482;RECONQUISTA;SANTA FE
3482;ROMANG;SANTA FE
3482;SAN ANTONIO DE OBLIGADO;SANTA FE
3482;SAN MANUEL;SANTA FE
3482;TARTAGAL;SANTA FE
3482;VILLA ANA;SANTA FE
3482;VILLA GUILLERMINA;SANTA FE
3482;VILLA OCAMPO;SANTA FE
3483;CALCHAQUI;SANTA FE
3483;ESPIN;SANTA FE
3483;FORTIN OLMOS;SANTA FE
3483;LA GALLARETA;SANTA FE
3483;MARGARITA;SANTA FE
3483;PEDRO GOMEZ CELLO;SANTA FE
3483;VERA;SANTA FE
3487;LIMA;BUENOS AIRES
3487;ZARATE;BUENOS AIRES
3489;CAMPANA;BUENOS AIRES
3489;ING. ROMULO OTAMENDI;BUENOS AIRES
3491;AMBROSETTI;SANTA FE
3491;ARRUFO;SANTA FE
3491;CERES;SANTA FE
3491;ESTEBAN RAMS;SANTA FE
3491;GATO COLORADO;SANTA FE
3491;GREGORIA PEREZ DE DENIS;SANTA FE
3491;HERSILIA;SANTA FE
3491;LA RUBIA;SANTA FE
3491;LOGROÑO;SANTA FE
3491;LOS SALADILLOS;SANTA FE
3491;MONTEFIORE;SANTA FE
3491;POZO BORRADO;SANTA FE
3491;SAN BERNARDO;SANTA FE
3491;SANTA MARGARITA;SANTA FE
3491;TOSTADO;SANTA FE
3491;VILLA MINETTI;SANTA FE
3491;VILLA TRINIDAD;SANTA FE
3492;ANGELICA;SANTA FE
3492;AURELIA SUR;SANTA FE
3492;BAUER Y SIGEL;SANTA FE
3492;BELLA ITALIA;SANTA FE
3492;CASTELLANOS;SANTA FE
3492;CLUCELLAS;SANTA FE
3492;COLONIA CELLO;SANTA FE
3492;COLONIA MARGARITA;SANTA FE
3492;CORONEL FRAGA;SANTA FE
3492;EGUSQUIZA;SANTA FE
3492;ESMERALDA;SANTA FE
3492;ESTACION CLUCELLAS;SANTA FE
3492;JOSEFINA;SANTA FE
3492;LEHMANN;SANTA FE
3492;PRESIDENTE ROCA;SANTA FE
3492;RAFAELA;SANTA FE
3492;RAMONA;SANTA FE
3492;SAGUIER;SANTA FE
3492;SAN VICENTE;SANTA FE
3492;SANTA CLARA DE SAGUIER;SANTA FE
3492;SUSANA;SANTA FE
3492;VILA;SANTA FE
3492;VILLA SAN JOSE;SANTA FE
3493;ATALIVA;SANTA FE
3493;COLONIA ALDAO;SANTA FE
3493;COLONIA BICHA;SANTA FE
3493;COLONIA TACURALES;SANTA FE
3493;EUSEBIA;SANTA FE
3493;GALISTEO;SANTA FE
3493;HUMBERTO PRIMO;SANTA FE
3493;RAQUEL;SANTA FE
3493;SUNCHALES;SANTA FE
3493;TACURAL;SANTA FE
3496;CAVOUR;SANTA FE
3496;COLONIA PUJOL;SANTA FE
3496;ESPERANZA;SANTA FE
3496;FELICIA;SANTA FE
3496;GRUTLY SUR;SANTA FE
3496;HUMBOLDT;SANTA FE
3496;NUEVO TORINO;SANTA FE
3496;RIVADAVIA;SANTA FE
3497;CAMPO ANDINO;SANTA FE
3497;CAYASTACITO;SANTA FE
3497;COLONIA ESTHER;SANTA FE
3497;CULULU;SANTA FE
3497;EMILIA;SANTA FE
3497;LA PELADA;SANTA FE
3497;LLAMBI CAMPBELL;SANTA FE
3497;MARIA LUISA;SANTA FE
3497;PROGRESO;SANTA FE
3497;PROVIDENCIA;SANTA FE
3497;SANTO DOMINGO;SANTA FE
3497;SARMIENTO;SANTA FE
3497;SOUTO MAYOR;SANTA FE
3498;ELISA;SANTA FE
3498;GOBERNADOR CRESPO;SANTA FE
3498;LA CAMILA;SANTA FE
3498;LA CRIOLLA;SANTA FE
3498;LA PENCA Y CARAGUATA;SANTA FE
3498;MARCELINO ESCALADA;SANTA FE
3498;NARE;SANTA FE
3498;RAMAYON;SANTA FE
3498;SAN JUSTO;SANTA FE
3498;SAN MARTIN NORTE;SANTA FE
3498;SOLEDAD;SANTA FE
3498;VERA Y PINTADO;SANTA FE
3498;VIDELA;SANTA FE
3498;VILLA SARALEGUI;SANTA FE
351;BOUWER;CORDOBA
351;COLONIA TIROLESA;CORDOBA
351;CORDOBA;CORDOBA
351;EL QUEBRACHAL;CORDOBA
351;FERREYRA;CORDOBA
351;GUIÑAZU;CORDOBA
351;JUAREZ CELMAN;CORDOBA
351;LICEO;CORDOBA
351;LOS BOULEVARES;CORDOBA
351;MALAGUEÑO;CORDOBA
351;MALVINAS ARGENTINAS;CORDOBA
351;MONTE CRISTO;CORDOBA
351;SANTA ISABEL;CORDOBA
351;TOLEDO;CORDOBA
351;VILLA ESQUIU;CORDOBA
351;VILLA RETIRO;CORDOBA
3521;AGUA HEDIONDA;CORDOBA
3521;AVELLANEDA;CORDOBA
3521;CAMINIAGA;CORDOBA
3521;COPACABANA;CORDOBA
3521;CHUÑA;CORDOBA
3521;DEAN FUNES;CORDOBA
3521;EL TUSCAL;CORDOBA
3521;GUAYACASTE;CORDOBA
3521;ISCHILIN;CORDOBA
3521;ISLA DE SAN ANTONIO;CORDOBA
3521;LAS JUNTAS;CORDOBA
3521;LAS PALMITAS OESTE;CORDOBA
3521;LOS CHAÑARES;CORDOBA
3521;LUCIO VICTOR MANSILLA;CORDOBA
3521;QUILINO;CORDOBA
3521;SAN JOSE DE LA DORMIDA;CORDOBA
3521;SAN JOSE DE LAS SALINAS;CORDOBA
3521;SAN PEDRO DE TOYOS;CORDOBA
3521;SANTA CRUZ;SANTA CRUZ
3521;VILLA ALBERTINA;CORDOBA
3521;VILLA GUTIERREZ;CORDOBA
3521;VILLA TULUMBA;CORDOBA
3522;AGUA DE ORO;CORDOBA
3522;CAMPO ALEGRE;CORDOBA
3522;CAMPO GRANDE;CORDOBA
3522;CHUÑA HUASI;CORDOBA
3522;EL RODEO;CORDOBA
3522;ENCRUCIJADAS;CORDOBA
3522;LA ESPERANZA;CORDOBA
3522;LAS ARRIAS;CORDOBA
3522;LOS LIMITES;CORDOBA
3522;LOS POZOS;CORDOBA
3522;LOS TAJAMARES;CORDOBA
3522;LOS TRES RIOS;CORDOBA
3522;POZO NUEVO;CORDOBA
3522;SAN FRANCISCO DEL CHAÑAR;CORDOBA
3522;SANTA ANA;CORDOBA
3522;SEBASTIAN ELCANO;CORDOBA
3522;TOTORILLA;CORDOBA
3522;RIO SECO;CORDOBA
3524;EL BAÑADO NORTE;CORDOBA
3524;LAS PEÑAS NORTE;CORDOBA
3524;SIMBOLAR;CORDOBA
3524;VILLA DEL TOTORAL;CORDOBA
3525;AGUA DE LAS PIEDRAS;CORDOBA
3525;AGUA DE ORO;CORDOBA
3525;ASCOCHINGA;CORDOBA
3525;CAÑADA DE LUQUE;CORDOBA
3525;COLONIA CAROYA;CORDOBA
3525;EL QUEBRACHO NORTE;CORDOBA
3525;EL SAUCE SUR;CORDOBA
3525;ESTACION SARMIENTO;CORDOBA
3525;GENERAL PAZ;CORDOBA
3525;JESUS MARIA;CORDOBA
3525;LA GRANJA;CORDOBA
3525;SAN JORGE;CORDOBA
3525;SINSACATE;CORDOBA
353;ARROYO ALGODON;CORDOBA
353;ARROYO CABRAL;CORDOBA
353;AUSONIA;CORDOBA
353;BALLESTEROS;CORDOBA
353;BALLESTEROS SUR;CORDOBA
353;BENGOLEA;CORDOBA
353;CARRILOBO;CORDOBA
353;CHAZON;CORDOBA
353;DALMACIO VELEZ SARFIELD;CORDOBA
353;ETRURIA;CORDOBA
353;HERNANDO;CORDOBA
353;JAMES CRAIK;CORDOBA
353;LA HERRADURA;CORDOBA
353;LA LAGUNA;CORDOBA
353;LA PALESTINA;CORDOBA
353;LA PLAYOSA;CORDOBA
353;LAS CUATRO ESQUINAS;CORDOBA
353;LAS ISLETILLAS;CORDOBA
353;LAS PEÑAS SUR;CORDOBA
353;LAS PERDICES;CORDOBA
353;LAS PLAYAS;CORDOBA
353;LOS ZORROS;CORDOBA
353;LUCA;CORDOBA
353;PASCANAS;CORDOBA
353;PASCO;CORDOBA
353;POZO DEL MOLLE;CORDOBA
353;PUNTA DEL AGUA;CORDOBA
353;RAMON J. CARCANO;CORDOBA
353;SANABRIA;CORDOBA
353;SILVIO PELLICO;CORDOBA
353;TICINO;CORDOBA
353;TIO PUJIO;CORDOBA
353;UCACHA;CORDOBA
353;VILLA MARIA;CORDOBA
353;VILLA NUEVA;CORDOBA
3532;CALCHIN OESTE;CORDOBA
3532;COLAZO;CORDOBA
3532;COLONIA ALMADA;CORDOBA
3532;COLONIA GARZON;CORDOBA
3532;COLONIA VIDELA;CORDOBA
3532;LAS JUNTURAS;CORDOBA
3532;OLIVA;CORDOBA
3532;PAMPAYASTA SUR;CORDOBA
3533;ALICIA;CORDOBA
3533;EL ARAÑADO;CORDOBA
3533;EL FORTIN;CORDOBA
3533;LAS VARAS;CORDOBA
3533;LAS VARILLAS;CORDOBA
3533;SACANTA;CORDOBA
3533;SATURNINO M. LASPIUR;CORDOBA
3533;VILLA SAN ESTEBAN;CORDOBA
3537;ALTO ALEGRE;CORDOBA
3537;BELL VILLE;CORDOBA
3537;CINTRA;CORDOBA
3537;CUATRO CAMINOS;CORDOBA
3537;CHILIBROSTE;CORDOBA
3537;IDIAZABAL;CORDOBA
3537;JUSTINIANO POSSE;CORDOBA
3537;LABORDE;CORDOBA
3537;LAS LAGUNITAS;CORDOBA
3537;MONTE LEÑA;CORDOBA
3537;MORRISON;CORDOBA
3537;ORDOÑEZ;CORDOBA
3537;SAN ANTONIO DE LITIN;CORDOBA
3537;SAN MARCOS SUD;CORDOBA
3537;VILLA LOS PATOS;CORDOBA
3541;BIALET MASSE;CORDOBA
3541;COSQUIN;CORDOBA
3541;SAN ANTONIO DE ARREDONDO;CORDOBA
3541;SANTA MARIA DE PUNILLA;CORDOBA
3541;TANTI;CORDOBA
3541;VILLA CARLOS PAZ;CORDOBA
3541;VILLA RIO ICHO CRUZ;CORDOBA
3541;VILLA SAN NICOLAS;CORDOBA
3541;VILLA SANTA CRUZ DEL LAGO;SANTA CRUZ
3542;AGUA DEL CRISPIN;CORDOBA
3542;ALTO GRANDE;CORDOBA
3542;AMBUL;CORDOBA
3542;BAJO DE LOS CORRALES;CORDOBA
3542;BELLA VISTA;CORDOBA
3542;CANDELARIA;CORDOBA
3542;CAPILLA LA CANDELARIA;CORDOBA
3542;CIENAGA DE BRITOS;CORDOBA
3542;CIENAGA DEL CORO;CORDOBA
3542;CRUZ DE CAÑA;CORDOBA
3542;CHANCANI;CORDOBA
3542;EL QUEMADO;CORDOBA
3542;ESTANCIA GUADALUPE;CORDOBA
3542;GUASAPAMPA;CORDOBA
3542;LA ARGENTINA;CORDOBA
3542;LA HIGUERA;CORDOBA
3542;LA PLAYA;CORDOBA
3542;LA SIERRITA;CORDOBA
3542;LOS BARRIALES;CORDOBA
3542;LOS MEDANITOS;CORDOBA
3542;MORTERITOS;CORDOBA
3542;MUSSI;CORDOBA
3542;NINALQUIN;CORDOBA
3542;OJO DE AGUA;CORDOBA
3542;OJO DE AGUA SUR;CORDOBA
3542;PIEDRAS ANCHAS;CORDOBA
3542;RUMIACO;CORDOBA
3542;SAGRADA FAMILIA;CORDOBA
3542;SALSACATE;CORDOBA
3542;SAN CARLOS MINAS;CORDOBA
3542;SAN JERONIMO;CORDOBA
3542;SIERRA DE PAREDES;CORDOBA
3542;TALA CAÑADA;CORDOBA
3542;TOSNO;CORDOBA
3542;VILLA DE POCHO;CORDOBA
3543;ARGÜELLO;CORDOBA
3543;CABANA;CORDOBA
3543;DUMESNIL;CORDOBA
3543;LA CALERA;CORDOBA
3543;MENDIOLAZA;CORDOBA
3543;RIO CEBALLOS;CORDOBA
3543;SALDAN;CORDOBA
3543;SALSIPUEDES;CORDOBA
3543;UNQUILLO;CORDOBA
3544;CIENAGA DE ALLENDE;CORDOBA
3544;CONLARA;CORDOBA
3544;EL MEDANITO;CORDOBA
3544;EL PERCHEL;CORDOBA
3544;LA CONCEPCION;CORDOBA
3544;LA PAZ;CORDOBA
3544;LA POBLACION;CORDOBA
3544;LA TRAVESIA;CORDOBA
3544;LAS CALLES;CORDOBA
3544;LAS CORTADERAS;CORDOBA
3544;LAS TAPIAS NORTE;CORDOBA
3544;LOS CALLEJONES;CORDOBA
3544;LOS CERRILLOS;CORDOBA
3544;LOS HORNILLOS;CORDOBA
3544;LOS MANANTIALES;CORDOBA
3544;LOS ROMEROS;CORDOBA
3544;LUYABA;CORDOBA
3544;MINA CLAVERO;CORDOBA
3544;NONO;CORDOBA
3544;OJO DE AGUA;CORDOBA
3544;PANAHOLMA;CORDOBA
3544;PIEDRA PINTADA;CORDOBA
3544;QUEBRACHO LADEADO;CORDOBA
3544;SAN JAVIER;CORDOBA
3544;SAN JOSE;CORDOBA
3544;SAN MIGUEL;CORDOBA
3544;SAN RAFAEL;CORDOBA
3544;SAN VICENTE;CORDOBA
3544;SAUCE ARRIBA;CORDOBA
3544;VILLA DOLORES;CORDOBA
3544;VILLA LAS ROSAS;CORDOBA
3544;VILLA RAFAEL BENEGAS;CORDOBA
3544;YACANTO;CORDOBA
3546;AMBOY;CORDOBA
3546;ATOS PAMPA;CORDOBA
3546;BAHIA AGRADABLE;CORDOBA
3546;CAÑADA DEL SAUCE;CORDOBA
3546;CERRO PELADO;CORDOBA
3546;EL CORCOVADO;CORDOBA
3546;EL DURAZNO SUR;CORDOBA
3546;INTI YACO;CORDOBA
3546;LA CRUZ;CORDOBA
3546;LA CUMBRECITA;CORDOBA
3546;LOS REARTES;CORDOBA
3546;LUTTI;CORDOBA
3546;POTRERO DE LUJAN;CORDOBA
3546;SAN IGNACIO SUR;CORDOBA
3546;SANTA ROSA DE CALAMUCHITA;CORDOBA
3546;VILLA ALPINA;CORDOBA
3546;VILLA AMANCAY;CORDOBA
3546;VILLA BERNA;CORDOBA
3546;VILLA DEL DIQUE;CORDOBA
3546;VILLA GENERAL BELGRANO;CORDOBA
3546;VILLA PARQUE LOS REARTES;CORDOBA
3546;VILLA RUMIPAL;CORDOBA
3546;VILLA SANTA MONICA;CORDOBA
3546;VILLA YACANTO;CORDOBA
3547;ALTA GRACIA;CORDOBA
3547;ANIZACATE;CORDOBA
3547;BAHIA TONON;CORDOBA
3547;BAJO CHICO;CORDOBA
3547;BOCA DEL RIO;CORDOBA
3547;COLONIA EVITA;CORDOBA
3547;DESPEÑADEROS;CORDOBA
3547;FALDA DEL CARMEN;CORDOBA
3547;GOLPE DE AGUA;CORDOBA
3547;JOSE DE LA QUINTANA;CORDOBA
3547;LA BOLSA;CORDOBA
3547;LA PAISANITA;CORDOBA
3547;LA SERRANITA;CORDOBA
3547;LOS CEDROS;CORDOBA
3547;LOS MOLINOS;CORDOBA
3547;MONTE RALO;CORDOBA
3547;OBSERVATORIO;CORDOBA
3547;POTRERO DE GARAY;CORDOBA
3547;RAFAEL GARCIA;CORDOBA
3547;SAN AGUSTIN;CORDOBA
3547;SAN CLEMENTE;CORDOBA
3547;SANTA ANA;CORDOBA
3547;VALLE CAUNTRY CLUB;CORDOBA
3547;VILLA CIUDAD DE AMERICA;CORDOBA
3547;VILLA DIQUE LOS MOLINOS;CORDOBA
3547;VILLA LA MARCED;CORDOBA
3547;VILLA LOS AROMOS;CORDOBA
3547;VILLA LOS MOLINOS NORTE;CORDOBA
3547;VILLA SAN ISIDRO;CORDOBA
3548;CANTERAS IGUAZU;CORDOBA
3548;CAPILLA DEL MONTE;CORDOBA
3548;CASA GRANDE;CORDOBA
3548;CHARBONIER;CORDOBA
3548;DOLORES;CORDOBA
3548;ESCUELA EL PANTANO;CORDOBA
3548;LA CUMBRE;CORDOBA
3548;LA FALDA;CORDOBA
3548;LOS COCOS;CORDOBA
3548;NEGRO HUASI;CORDOBA
3548;ONGAMIRA;CORDOBA
3548;ORO GRUESO;CORDOBA
3548;PIEDRAS GRANDES;CORDOBA
3548;SAN ESTEBAN;CORDOBA
3548;VALLE HERMOSO;CORDOBA
3548;VILLA GIARDINO;CORDOBA
3549;AGUAS DE RAMON;CORDOBA
3549;BAÑADO DE SOTO;CORDOBA
3549;CANTERAS QUILPIO;CORDOBA
3549;CRUZ DEL EJE;CORDOBA
3549;EL BRETE;CORDOBA
3549;EMBALSE PICHANAS;CORDOBA
3549;GUANACO MUERTO;CORDOBA
3549;LA BATEA;CORDOBA
3549;LOS LEONES;CORDOBA
3549;MEDIA NARANJA;CORDOBA
3549;PASO VIEJO;CORDOBA
3549;PICHANAS;CORDOBA
3549;PIEDRA ANCHA;CORDOBA
3549;SAN ANTONIO;CORDOBA
3549;SAN MARCOS SIERRA;CORDOBA
3549;SERREZUELA;CORDOBA
3549;TOTORA HUASI;CORDOBA
3549;VILLA DE SOTO;CORDOBA
3562;ALTOS DE CHIPION;CORDOBA
3562;BRINKMANN;CORDOBA
3562;COLONIA DIEZ DE JULIO;CORDOBA
3562;COLONIA MILESI;CORDOBA
3562;COLONIA ROSA;CORDOBA
3562;COLONIA SAN PEDRO;CORDOBA
3562;COLONIA VIGNAUD;CORDOBA
3562;LA PAQUITA;CORDOBA
3562;MORTEROS;CORDOBA
3562;SAN GUILLERMO;CORDOBA
3562;SEEBER;CORDOBA
3562;SUARDI;CORDOBA
3563;BALNEARIA;CORDOBA
3563;MARULL;CORDOBA
3563;MIRAMAR;CORDOBA
3564;COLONIA CASTELAR;CORDOBA
3564;COLONIA MARINA;CORDOBA
3564;COLONIA PROSPERIDAD;CORDOBA
3564;COLONIA SAN BARTOLOME;CORDOBA
3564;DEVOTO;CORDOBA
3564;FREYRE;CORDOBA
3564;LA FRANCIA;CORDOBA
3564;PLAZA LUXARDO;CORDOBA
3564;PORTEÑA;CORDOBA
3564;QUEBRACHO HERRADO;CORDOBA
3564;SAN FRANCISCO;CORDOBA
3564;ZENON PEREYRA;CORDOBA
3571;ALMAFUERTE;CORDOBA
3571;CORRALITO;CORDOBA
3571;EMBALSE;CORDOBA
3571;GENERAL FOTHERINGHAM;CORDOBA
3571;LAS BAJADAS;CORDOBA
3571;LOS CONDORES;CORDOBA
3571;RIO TERCERO;CORDOBA
3571;TANCACHA;CORDOBA
3571;TRES POZOS;CORDOBA
3571;VILLA ASCASUBI;CORDOBA
3572;COSME SUR;CORDOBA
3572;COSTA SACATE;CORDOBA
3572;IMPIRA;CORDOBA
3572;LAGUNA LARGA;CORDOBA
3572;LOZADA;CORDOBA
3572;MANFREDI;CORDOBA
3572;ONCATIVO;CORDOBA
3572;PILAR;CORDOBA
3572;RIO SEGUNDO;CORDOBA
3573;CALCHIN;CORDOBA
3573;CAÑADA DEL MACHADO SUR;CORDOBA
3573;CAPILLA DEL CARMEN;CORDOBA
3573;COSTA ALEGRE;CORDOBA
3573;LUQUE;CORDOBA
3573;MATORRALES;CORDOBA
3573;RINCON;CORDOBA
3573;VILLA DEL ROSARIO;CORDOBA
3574;CAÑADA DEL MACHADO NORTE;CORDOBA
3574;CAPILLA DE LA SAGRADA FAMILIA;CORDOBA
3574;CAPILLA DE LOS REMEDIOS;CORDOBA
3574;COLONIA EL FORTIN;CORDOBA
3574;COMECHINGONES;CORDOBA
3574;EL CRISPIN;CORDOBA
3574;ESQUINA;CORDOBA
3574;KILOMETRO 691;CORDOBA
3574;LOS GUNDOS;CORDOBA
3574;NUEVA ANDALUCIA;CORDOBA
3574;PEDRO E VIVAS;CORDOBA
3574;PIQUILLIN;CORDOBA
3574;PUESTO DE AFUERA;CORDOBA
3574;RIO PRIMERO;CORDOBA
3574;SANTA ROSA DE RIO PRIMERO;CORDOBA
3574;SANTIAGO TEMPLE;CORDOBA
3574;TINOCO;CORDOBA
3575;ATAHONA;CORDOBA
3575;CAPILLA DE SITON;CORDOBA
3575;CHALACEA;CORDOBA
3575;DIEGO DE ROJAS;CORDOBA
3575;EL TOSTADO;CORDOBA
3575;LA ANGOSTURA;CORDOBA
3575;LA PARA;CORDOBA
3575;LA POSTA;CORDOBA
3575;LA PUERTA;CORDOBA
3575;LA QUINTA;CORDOBA
3575;LAS AVERIAS;CORDOBA
3575;LAS PALMITAS ESTE;CORDOBA
3575;LAS SALADAS;CORDOBA
3575;MAQUINISTA GALLINI;CORDOBA
3575;MONTE DEL ROSARIO;CORDOBA
3575;OBISPO TREJO;CORDOBA
3575;VILLA FONTANA;CORDOBA
3576;ARROYITO;CORDOBA
3576;COLONIA COYUNDA;CORDOBA
3576;COLONIA CUATRO ESQUINAS;CORDOBA
3576;COLONIA LA TORDILLA;CORDOBA
3576;COLONIA POZO DEL CHAJA;CORDOBA
3576;EL FUERTECITO;CORDOBA
3576;EL MANANTIAL;CORDOBA
3576;EL TIO;CORDOBA
3576;LA CORTADERA;CORDOBA
3576;LA TORDILLA;CORDOBA
3576;LAS GRAMILLAS;CORDOBA
3576;LOS CHANARITOS;CORDOBA
3576;POZO DE LA LOMA;CORDOBA
3576;TORO PUJIO;CORDOBA
3576;TRANSITO;CORDOBA
3576;VILLA CONCEPCION DEL TIO;CORDOBA
3576;VILLA DEL TRANSITO;CORDOBA
358;ALCIRA;CORDOBA
358;ALEJANDRO ROCA;CORDOBA
358;ALPA CORRAL;CORDOBA
358;BERROTARAN;CORDOBA
358;CARNERILLO;CORDOBA
358;COLONIA DOLORES;CORDOBA
358;COLONIA EL CARMEN;CORDOBA
358;CORONEL BAIGORRIA;CORDOBA
358;CHARRAS;CORDOBA
358;CHUCUL;CORDOBA
358;EL BAÑADO;CORDOBA
358;EL CHACAY;CORDOBA
358;ELENA;CORDOBA
358;ESPINILLO;CORDOBA
358;GENERAL CABRERA;CORDOBA
358;GENERAL DEHEZA;CORDOBA
358;HOLMBERG;CORDOBA
358;HUERTA VIEJA;CORDOBA
